init_x,init_y,final_x,final_y,time_delay,true_H0
-0.841375,-0.981716,0.833620,-0.882338,125.801707,70.000000
0.290853,0.364742,-0.083502,-0.001205,340.448974,70.000000
0.213743,0.379680,-0.080408,-0.060379,312.064159,70.000000
-0.721919,0.705332,-0.675751,0.579668,148.655759,70.000000
0.511897,-0.538758,0.411232,-0.121197,193.525529,70.000000
-0.907728,-0.178212,0.362748,0.200404,177.016644,70.000000
0.790577,-0.770484,0.716337,-0.628253,139.901882,70.000000
0.472182,-0.039430,0.190591,-0.010767,307.962434,70.000000
-0.702427,0.313220,-0.475821,0.079764,217.805447,70.000000
0.291601,0.934454,-0.420800,0.034480,194.745804,70.000000
-0.627778,0.930708,0.565635,0.667509,135.262691,70.000000
0.412759,-0.752143,0.450019,-0.101660,179.524795,70.000000
0.730202,0.502095,0.581450,0.468686,172.665604,70.000000
0.705823,0.758903,-0.634551,0.579609,144.358079,70.000000
0.879347,-0.821886,-0.687392,-0.487770,135.128519,70.000000
0.563702,0.135931,0.114135,0.019173,290.007196,70.000000
0.596272,-0.451661,0.395872,-0.144705,194.128537,70.000000
0.940511,-0.831962,0.861407,-0.749902,130.664553,70.000000
-0.786454,0.071747,0.202089,0.049783,262.748343,70.000000
-0.141145,-0.218174,-0.016944,0.007819,359.038567,70.000000
-0.846112,-0.603159,0.682731,-0.385102,153.010539,70.000000
0.707783,-0.290924,-0.193942,-0.036453,225.970494,70.000000
0.435022,-0.585857,0.447687,-0.133309,205.714481,70.000000
-0.500681,-0.945012,0.517721,-0.242340,144.041322,70.000000
-0.823327,0.345206,0.309421,-0.091273,207.531510,70.000000
-0.129495,-0.427522,-0.035502,0.002402,327.918134,70.000000
0.640006,0.576287,-0.644180,0.450241,168.892425,70.000000
-0.341115,0.871831,-0.533357,0.164684,157.213947,70.000000
0.855881,0.792701,-0.670738,0.496473,135.474177,70.000000
0.917353,-0.053850,-0.756898,-0.024701,172.556137,70.000000
0.938302,0.049337,-0.481543,-0.025853,210.080585,70.000000
-0.788077,0.795379,-0.711623,0.636090,139.811757,70.000000
-0.061928,-0.819824,0.083149,-0.044407,259.913201,70.000000
-0.782090,-0.585781,-0.447804,-0.189481,157.425826,70.000000
0.779103,0.377180,-0.388946,0.174160,196.601829,70.000000
-0.729831,-0.267922,-0.324170,-0.028048,241.312416,70.000000
-0.965299,0.216545,0.354314,-0.027906,206.889067,70.000000
-0.530262,-0.107481,-0.127219,0.014597,312.971815,70.000000
-0.434240,-0.276439,0.205739,0.030981,282.362180,70.000000
-0.117404,0.796694,-0.038374,-0.023046,275.232578,70.000000
0.032680,-0.753193,0.037304,-0.015297,302.611936,70.000000
-0.908212,-0.315648,0.434078,-0.019783,218.913642,70.000000
0.901506,-0.381815,0.367444,-0.110974,204.935414,70.000000
0.832115,-0.643460,0.598612,-0.283975,148.920912,70.000000
-0.640575,-0.138310,-0.024971,-0.018434,294.113082,70.000000
-0.582304,-0.786329,-0.504979,-0.385449,148.930661,70.000000
0.172439,0.179646,-0.020943,0.001915,362.155099,70.000000
-0.682433,0.353098,0.386977,0.133565,209.462156,70.000000
0.516569,-0.019096,-0.166580,0.002936,312.819251,70.000000
-0.951397,-0.128594,-0.232631,-0.059260,233.386133,70.000000
0.721026,0.288904,-0.409200,0.080320,225.933184,70.000000
-0.385389,0.763933,0.205761,0.035743,188.735189,70.000000
-0.584314,-0.560164,0.500862,-0.213946,176.557438,70.000000
-0.683136,0.528299,-0.604026,0.437371,172.680333,70.000000
-0.875234,-0.055558,0.259095,-0.046158,203.361700,70.000000
0.233481,0.114538,-0.086342,0.001832,365.729693,70.000000
-0.961923,0.954623,0.428328,0.080486,124.810191,70.000000
0.344812,-0.741275,-0.109395,-0.323841,181.192982,70.000000
-0.603248,-0.781027,-0.547322,-0.698696,148.657545,70.000000
-0.724363,-0.365419,0.328994,-0.133292,203.056185,70.000000
0.399547,-0.812254,-0.399328,-0.149053,146.990512,70.000000
0.448972,-0.120669,0.140625,0.007050,306.314843,70.000000
-0.089884,-0.684778,0.658051,-0.567630,128.912249,70.000000
0.942883,-0.960195,-0.548864,-0.263388,125.199634,70.000000
-0.000171,-0.878906,0.431643,0.429782,148.966347,70.000000
0.219245,0.849047,-0.098489,0.091285,260.797453,70.000000
-0.075078,0.170020,0.000691,0.000031,348.337590,70.000000
-0.479813,-0.220941,-0.002263,-0.006937,297.799228,70.000000
0.650494,0.855002,0.650980,0.765516,139.876259,70.000000
0.022307,0.911302,-0.154347,-0.084328,178.877727,70.000000
0.245784,0.890329,-0.002887,0.004119,279.306615,70.000000
-0.247141,0.297934,-0.063512,0.006035,351.397207,70.000000
-0.627018,-0.287485,0.408088,0.006367,236.606156,70.000000
0.245297,0.703117,0.355595,-0.342194,104.346895,70.000000
-0.716544,-0.963246,-0.575244,-0.685758,130.549132,70.000000
0.718076,0.708855,0.692054,0.607288,148.642334,70.000000
-0.273276,-0.952173,1.814373,1.082190,112.841648,70.000000
0.829951,0.990830,-0.799729,0.828978,125.784387,70.000000
0.871475,0.884580,0.836371,0.822238,130.612107,70.000000
-0.856595,-0.786533,0.515177,-0.253253,135.800577,70.000000
0.737696,0.453640,0.503341,0.373294,180.016374,70.000000
0.321026,-0.512999,-0.020533,-0.027266,285.536069,70.000000
0.024621,-0.199282,0.027806,0.000120,341.774481,70.000000
0.671974,-0.129157,-0.205729,0.066147,273.260757,70.000000
-0.734010,-0.512951,-0.134493,0.092609,171.297476,70.000000
0.824867,-0.460444,0.473660,-0.259773,172.779901,70.000000
-0.683831,0.846833,-0.636171,0.602194,139.786415,70.000000
0.716015,0.063851,0.185106,-0.024592,285.570881,70.000000
-0.863125,-0.543144,0.372425,-0.242034,160.687588,70.000000
-0.626335,-0.804557,0.603512,-0.677664,144.338852,70.000000
-0.196562,0.387895,-0.074842,-0.023600,327.341874,70.000000
-0.656485,0.455157,-0.557319,0.334380,187.109558,70.000000
